date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
07/28/2025,"Skill Work","EMOM 5:5 hang power snatches- Practice cycling at a light load.",70,"70","Load","","[{""load"":70,""success"":true}]","Single arm dumbbell hang power snatch",SCALED,
07/30/2025,"ROW, SIT, & JUMP","- RX -For time:500-400-300-200-100Meter row50-40-30-20-10AbMat sit-upsDouble-unders- INTERMEDIATE - For time:400-300-200-100Meter row40-30-20-10AbMat sit-upsDouble-unders- BEGINNER - For time:300-200-100Meter row30-20-10Feet-anchored sit-upsSingle-unders",1222,"20:22","","","[{""secs"":22,""mins"":20}]","",RX,
07/31/2025,"ELIZABETH","- RX -21-15-9 reps for time:Cleans (95/135 lb)Ring dips- INTERMEDIATE - 21-15-9 reps for time:Cleans (65/95 lb)Jumping ring dips- BEGINNER - 15-12-9 reps for time:Cleans (35/45 lb)Foot-assisted ring dips**Masters 55+ option:**  21-15-9 reps for time:  Cleans (65/135 lb)  Ring dips",702,"11:42","","","[{""secs"":42,""mins"":11}]","",RX,PR
08/04/2025,"Skill Work","4 sets::20 hollow rocks:10 rest",0,"🫘","Other / Text","","[{""other"":""🫘""}]","",RX,
08/04/2025,"DIANE","-RX-For time:21-15-9Deadlifts (155/225 lb)Handstand push-ups- INTERMEDIATE -For time:21-15-9Deadlifts (125/185 lb)12-9-6Handstand push-ups- BEGINNER -For time:15-12-9Deadlifts (55/75 lb)Dumbbell shoulder press (15/20 lb)",653,"10:53","","","[{""secs"":53,""mins"":10}]","",RX,
08/05/2025,"THE RACKENING","-RX-AMRAP 10:10 alternating front-rack lunges (95/135 lb)10 bar-facing burpees10 chest-to-bar pull-ups- INTERMEDIATE - AMRAP 10:10 alternating front-rack lunges (65/95 lb)10 bar-facing burpees10 chin-over-bar pull-ups""- BEGINNER - AMRAP 10:10 alternating front-rack lunges (35/45 lb)10 bar-facing burpees10 ring rows",3.014,"3+14","Rounds + Reps","","[{""rnds"":3,""reps"":14}]","95#",SCALED,
08/05/2025,"Skill Work","Every 2:00 for 5 sets:1 power clean1 front rack lunge, right leg1 front rack lunge, left leg",0,"135","Other / Text","","[{""other"":""135""}]","",RX,
08/11/2025,"HEAVY 1RM CLEAN","For Load:CleanBuild to heavy 1 rep max clean",185,"185","Load","Clean","[{""success"":true,""load"":145},{""success"":true,""load"":155},{""success"":true,""load"":165},{""load"":175,""success"":true},{""load"":185,""success"":true}]","185 power, 165 squat",RX,
08/12/2025,"FISH GAME","How good are you at fishing?",555,"555","Points","","[{""points"":555}]","",RX,PR
08/12/2025,"BMU DESCENT","- RX -7-6-5-4-3-2-1 reps for time of:Bar muscle-ups- Row 150 m after each round.- INTERMEDIATE -7-6-5-4-3-2-1 reps for time of:Jumping bar muscle-ups- Row 150 m after each round.- BEGINNER -7-6-5-4-3-2-1 reps for time of:Foot-assisted pull-upsFoot-assisted dips- Row 150 m after each round.- MASTERS 55+ -10-9-8-7-6-5-4 reps for time of:  Chest-to-bar pull-ups  - Row 150 meters after each round.",477,"7:57","","","[{""secs"":57,""mins"":7}]","",RX,
08/13/2025,"WALL BALLS & MORE","- RX -AMRAP 12:2 wall-ball shots (9/10 ft) (14/20 lb)2 box jump-overs (20/24 in)2 burpees- After every round add 2 reps to each movement.- INTERMEDIATE -AMRAP 12:2 wall-ball shots (9/10 ft) (10/14 lb)2 box jump-overs (20/24 in)2 burpees- After every round add 2 reps to each movement.- BEGINNER -AMRAP 12:2 wall-ball shots (9/9 ft) (6/10 lb)2 box jump-overs (12/12 in)2 burpees- After every round add 2 reps to each movement.",7.015,"7+15","Rounds + Reps","","[{""rnds"":7,""reps"":15}]","",RX,
08/15/2025,"HEAVY & FAST","- RX -9-7-5 reps for time of:Deadlifts (125/185 lb)Hang power cleansFront squats- INTERMEDIATE -9-7-5 reps for time of:Deadlifts (95/135 lb)Hang power cleansFront squats- BEGINNER -9-7-5 reps for time of:Deadlifts (55/75 lb)Hang power cleansFront squats",233,"3:53","","","[{""secs"":53,""mins"":3}]","115#",SCALED,
08/16/2025,"Push Jerk 1x2","Push Jerk for load: #1:  2 reps",175,"175","Load","Push Jerk","[{""load"":175,""success"":true}]","",RX,PR
08/18/2025,"1RM DEADLIFT","- RX -For load:Deadlift5-3-3-1-1-1-1- Build to a 1-rep max.- INTERMEDIATE - Same as RX- BEGINNER -For load:Deadlift5-3-3-1-1-1-1- Build to a heavy single rather than a 1-rep max.",345,"345","Load","Deadlift","[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":275,""success"":true},{""load"":315,""success"":true},{""load"":335,""success"":true},{""load"":345,""success"":true}]","",RX,
08/19/2025,"KB SNATCHES!?","- RX -5 rounds for time of:12 single-arm KB snatches (35/53 lb)15 hand-release push-ups30 air squats- INTERMEDIATE - 5 rounds for time of:12 single-arm KB snatches (18/26 lb)9 hand-release push-ups30 air squats- BEGINNER -5 rounds for time of:12 single-arm Russian KB swings (12/18 lb)9 hand-release push-ups from the knees10-20 air squats",600,"10:00","","","[{""mins"":10}]","50# DB",SCALED,
08/25/2025,"PULL RUN & REPEAT","- RX -25-20-15-10-5 reps for time:Chest-to-bar pull-ups- 10 shuttle runs between rounds. - 1 shuttle run is 25 ft down and back.- INTERMEDIATE -25-20-15-10-5 reps for time:Pull-ups- 8 shuttle runs between rounds. - 1 shuttle run is 25 ft down and back.- BEGINNER -20-15-10-5 reps for time:Jumping pull-ups- 6 shuttle runs between rounds. - 1 shuttle run is 25 ft down and back.",607,"10:07","","","[{""secs"":7,""mins"":10}]","",RX,
08/25/2025,"Skill Work","8 sets::20 hollow rocks:10 rest",0,"🫘","Other / Text","","[{""other"":""🫘""}]","",RX,
08/26/2025,"LINDA","- RX - 10-9-8-7-6-5-4-3-2-1 reps for time:1.5 x bodyweight deadlift1 x bodyweight bench press.75 x bodyweight squat clean- INTERMEDIATE - 10-9-8-7-6-5-4-3-2-1 reps for time:1.25 x bodyweight deadlift.75 x bodyweight bench press.5 x bodyweight squat clean- BEGINNER - 8-7-6-5-4-3-2-1 reps for time:Deadlift (65/95 lb)Bench press (55/75 lb)Squat clean (35/45 lb)",1800,"30:00","","","[{""mins"":30}]","DNF — started round of 3, finished deadlifts225# DL135# BP120# SC",SCALED,PR
08/28/2025,"SKYFALL","- RX - 5 rounds:AMRAP 2:20 wall-ball shots (20/30 lb) (9/10 ft)Max ring muscle-ups- Rest 2:00 between rounds. - INTERMEDIATE - 5 rounds:AMRAP 2:20 wall-ball shots (14/20 lb) (9/10 ft)Max jumping ring muscle-up transitions- Rest 2:00 between rounds. - BEGINNER - 5 rounds:AMRAP 2:20 wall-ball shots (10/12 lb) (9/9 ft)Max foot-assisted ring dips- Rest 2:00 between rounds.",10,"10","Reps","","[{""reps"":3},{""reps"":2},{""reps"":1},{""reps"":2},{""reps"":2}]","25#",SCALED,
09/08/2025,"PUSH, SIT, AND JUMP","- RX -AMRAP 15:10 push-ups20 AbMat sit-ups30 single-unders- INTERMEDIATE -AMRAP 15:8 push-ups15 AbMat sit-ups20 single-unders- BEGINNER -AMRAP 15:5 push-ups from the knees10 AbMat sit-ups15 single-unders- Rest 1:00 between rounds.",9.006,"9+6","Rounds + Reps","","[{""rnds"":9,""reps"":6}]","",RX,
09/09/2025,"ROW TO CLEAN","- RX -5 rounds for time:250/300-m row5 power cleans (125/185 lb)- INTERMEDIATE -5 rounds for time:200/250-m row5 power cleans (95/135 lb)- BEGINNER -5 rounds for time:150/200-m row5 power cleans (35/45 lb)",806,"13:26","","","[{""secs"":26,""mins"":13}]","165#",SCALED,
09/10/2025,"BIKE PULL","- RX - 6 x 2:00 Rounds2:00 Max Cal Bike2:00 Max Strict Pull UpsScore is total cal + pull ups",118,"118","Reps","","[{""reps"":118}]","",RX,
09/10/2025,"Skill Work","Post-workout3 sets::30 side plank, right:30 side plank, left- Rest 1:00 between sets.",0,"🍰","Other / Text","","[{""other"":""🍰""}]","",RX,
09/15/2025,"Skill Work","3 sets:10 good mornings- Build in load, but only as quality mechanics allow.",0,"🥖","Other / Text","","[{""other"":""🥖""}]","",RX,
09/15/2025,"JUMPING NANCY","- RX -For time: 15-12-9-6-3Box jumps (24/30 in)10-8-6-4-2Overhead squats (105/155 lb)- INTERMEDIATE - For time: 15-12-9-6-3Box jumps (20/24 in)10-8-6-4-2Overhead squats (75/115 lb)- BEGINNER - For time: 10-8-6-4-2Box jumps (12/18 in)10-8-6-4-2Overhead squat (35/45 lb)""",400,"6:40","","","[{""secs"":40,""mins"":6}]","95#",SCALED,
09/16/2025,"RUN SOME MORE","- RX -For time:400-m run30 toes-to-bars400-m run10 wall walks400-m run30 toes-to-bars400-m run- INTERMEDIATE -For time:400-m run30 knees-to-chests400-m run5 wall walks400-m run30 knees-to-chests400-m run- BEGINNER -For time:200-m run20 hanging knee raises200-m run5 inchworm + push-ups200-m run20 hanging knee raises200-m run",895,"14:55","","","[{""secs"":55,""mins"":14}]","",RX,
09/20/2025,"ROW, JUMP, DEAD","- RX -For time with a partner:80/100-cal row150 double-unders100 deadlifts (95/135 lb)150 double-unders80/100-cal row- INTERMEDIATE -For time with a partner:60/80-cal row80 double-unders100 deadlifts (65/95 lb)80 double-unders60/80-cal row- BEGINNER -For time with a partner:40/50-cal row80 single-unders50 deadlifts (35/45 lb)80 single-unders40/50-cal row",1254,"20:54","","","[{""secs"":54,""mins"":20}]","",RX,
09/22/2025,"NANCY","- RX -5 rounds for time:400-m run15 overhead squats (65/95 lb)- INTERMEDIATE -5 rounds for time:400-m run15 overhead squats (55/75 lb)- BEGINNER -5 rounds for time:200-m run10 overhead squats (35/45 lb)",956,"15:56","","","[{""secs"":56,""mins"":15}]","75#",SCALED,
09/23/2025,"TIRE SWING","- RX -For time: 60 KB swings (35/53 lb)25/30-cal bike60 KB swings- INTERMEDIATE -For time: 60 KB swings (26/35 lb)20/25-cal bike60 KB swings- BEGINNER -For time: 40 KB swings  (18/26 lb)15/20-cal bike40 KB swings""",650,"10:50","","","[{""secs"":50,""mins"":10}]","40 calorie ski",SCALED,
09/24/2025,"PULL & PUSH","- RX -10-9-8-7-6-5-4-3-2-1 reps for time of:Pull-upsHandstand push-ups- INTERMEDIATE -10-9-8-7-6-5-4-3-2-1 reps for time of:Pull-upsPiked push-ups- BEGINNER -8-7-6-5-4-3-2-1 reps for time of:Jumping pull-upsPush-ups from the knees",700,"11:40","","","[{""secs"":40,""mins"":11}]","",RX,
09/26/2025,"5 RM DEADLIFT","- RX - For load:Deadlift5-5-5-5-5- INTERMEDIATE -Same as Rxd- BEGINNER -Same as Rxd",305,"305","Load","Deadlift","[{""load"":225,""success"":true},{""load"":275,""success"":true},{""load"":285,""success"":true},{""load"":295,""success"":true},{""load"":305,""success"":true}]","",RX,PR
09/28/2025,"Overhead Squat 1x2","Overhead Squat for load: #1:  2 reps",135,"135","Load","Overhead Squat","[{""load"":135,""success"":true}]","",RX,PR
09/28/2025,"CF20250928","5 rounds for time:5 overhead squats (95#)10 toes to bar20 calorie bike",842,"14:02","","","[{""secs"":2,""mins"":14}]","",RX,
10/13/2025,"WALL WALKS & DEADLIFTS","- RX -AMRAP 8: 2 wall walks 2 deadlifts (205/315 lb)- INTERMEDIATE - AMRAP 8: 2 wall walks 2 deadlifts (125/185 lb)- BEGINNER -AMRAP 8: 2 inchworm + push-ups2 deadlifts (55/75 lb)",7,"7","Rounds + Reps","","[{""rnds"":7,""reps"":0}]","",RX,
10/14/2025,"CHIP AWAY","- RX -For time:150 double-unders125 air squats100 sit-ups75 pull-ups50 burpees",1493,"24:53","","","[{""secs"":53,""mins"":24}]","",RX,
10/16/2025,"SHUTTLE FUN","- RX - 5 rounds:AMRAP 2:10 shuttle runsMax knees-to-elbows- Rest 2:00 between rounds.- INTERMEDIATE -5 rounds:AMRAP 2:10 shuttle runsMax knees-to-armpits- Rest 2:00 between rounds.- BEGINNER -5 rounds:AMRAP 2:8 shuttle runsMax hanging leg raises- Rest 2:00 between rounds.",101,"101","Reps","","[{""reps"":28},{""reps"":23},{""reps"":18},{""reps"":15},{""reps"":17}]","",RX,
10/21/2025,"Click for your clue!","[Clue](https://www.youtube.com/shorts/6xOPqclbbAE)Guess based on sound!",0,"15:50","Other / Text","","[{""other"":""15:50""}]","",RX,
10/27/2025,"SWING & ROW","Stimulus = 10+ KB swings for every round- RX - 5 x 3:00 rounds:400/500-m rowMax KB swings (53/70 lb)- Rest 1:00 between rounds.- INTERMEDIATE - 5 x 3:00 rounds:400/500-m rowMax KB swings (35/53 lb)- Rest 1:00 between rounds.- BEGINNER - 5 x 3:00 rounds:250/300-m rowMax KB swings (18/26 lb)- Rest 1:00 between rounds.",56,"56","Reps","","[{""reps"":12},{""reps"":12},{""reps"":11},{""reps"":11},{""reps"":10}]","",RX,
10/27/2025,"Skill Work","3 sets:7 single-arm KB suitcase deadlifts, right7 single-arm KB suitcase deadlifts, left- Rest 1:00 between sets.",0,"✅","Other / Text","","[{""other"":""✅""}]","",RX,
10/29/2025,"CLEAN YOUR BIKE","Stimulus = 1 min of rest each round- RX - Every 2:00 for 10 rounds:1 power clean (95/135)2 hang power cleans8/10-cal bike- INTERMEDIATE -Every 2:00 for 10 rounds:1 power clean2 hang power cleans6/8-cal bike- BEGINNER - Every 2:00 for 10 rounds:1 power clean2 hang power cleans4/6-cal bike",135,"135","Load","","[{""load"":135,""success"":true}]","",RX,
11/03/2025,"SNATCH CYCLE","- RX -For load:Snatch10-8-6-4-2- Each set must be touch-and-go reps.- INTERMEDIATE -Same as Rxd- BEGINNER -Same as Rxd",125,"125","Load","Snatch","[{""load"":95,""success"":true},{""load"":95,""success"":true},{""load"":105,""success"":true},{""load"":115,""success"":true},{""load"":125,""success"":true}]","",RX,PR
11/03/2025,"Skill Work","5 sets:1 snatch-grip-deadlift1 snatch pull1 hang snatch1 below the knee snatch",0,"115","Other / Text","","[{""other"":""115""}]","",RX,
11/04/2025,"RUN, RUN, RUN","- RX -3 rounds for time:600-m runRest 1:00400-m runRest 1:00200-m runRest 1:00- Score is total time.- INTERMEDIATE -Same as Rxd- BEGINNER -3 rounds for time:300-m runRest 1:00200-m runRest 1:00100-m runRest 1:00- Score is total time.",1219,"20:19","","","[{""secs"":19,""mins"":20}]","",RX,
11/05/2025,"HANDSTAND WALKING & SQUATTING","- RX -For time:Handstand walk (50 ft)100 air squatsHandstand walk (50 ft)75 air squatsHandstand walk (50 ft)50 air squatsHandstand walk (50 ft)25 air squats- INTERMEDIATE -For time:20 shoulder taps against the wall80 air squats20 shoulder taps against the wall60 air squats20 shoulder taps against the wall40 air squats20 shoulder taps against the wall20 air squats- BEGINNER -4 rounds for time:5 inchworms20 air squats",960,"16:00","","","[{""mins"":16}]","Handstand walk attempts",SCALED,
11/07/2025,"3 ROUNDS","- RX - 3 rounds for time: 21 bar-facing burpees 15 deadlifts (155/225 lb)90 double-unders - INTERMEDIATE -3 rounds for time: 15 bar-facing burpees 12 deadlifts (155/225 lb)75 double-unders - BEGINNER -3 rounds for time: 12 bar-facing burpees 9 deadlifts (55/75 lb)60 double-unders",935,"15:35","","","[{""secs"":35,""mins"":15}]","",RX,
11/08/2025,"RUNNING THRUSTERS","- RX -8 rounds for reps with a partner:On a 2:00 clock:200-m runMax thrusters in remaining time (65/95 lb)- Rest 2:00 between rounds.- One partner completes a round, while the other rests; partners perform 4 rounds each.- INTERMEDIATE -8 rounds for reps with a partner:On a 2:00 clock:200-m runMax thrusters in remaining time (55/75 lb)- Rest 2:00 between rounds.- One partner completes a round, while the other rests; partners perform 4 rounds each.- BEGINNER -8 rounds for reps with a partner:On a 2:00 clock:100-m run10 thrusters in remaining time (35/45 lb)- Rest 2:00 between rounds.- One partner completes a round, while the other rests; partners perform 4 rounds each.",47,"47","Reps","","[{""reps"":12},{},{""reps"":12},{},{""reps"":12},{},{""reps"":11}]","Solo",RX,
11/10/2025,"SNATCH & RUN","- RX -3 rounds for time of:800-m run30 alternating DB snatches (35/50 lb) - INTERMEDIATE - 3 rounds for time of:800-m run30 alternating DB snatches (20/35 lb) - BEGINNER -3 rounds for time of:400-m run20 alternating DB hang snatches (10/15 lb)",957,"15:57","","","[{""secs"":57,""mins"":15}]","",RX,
11/10/2025,"Skill Work","3 sets:10-15 lying leg raises:30 plank hold",0,"🫎","Other / Text","","[{""other"":""🫎""}]","",RX,
11/11/2025,"CHAD","For Time:• 1,000 Box Step-Ups (20 in)Wear a Ruck Pack (45/35 lb)",3030,"50:30","","","[{""secs"":30,""mins"":50}]","20# vest",SCALED,
11/14/2025,"Shoulder Press 1x1","Shoulder Press for load: #1:  1 rep ",135,"135","Load","Shoulder Press","[{""load"":135,""success"":true}]","",RX,PR
11/14/2025,"HEAVY SHOULDER PRESS","- RX -For load:Shoulder press2-2-2-2-2- INTERMEDIATE - Same as Rxd- BEGINNER - Same as Rxd",125,"125","Load","Shoulder Press","[{""load"":45,""success"":true},{""load"":65,""success"":true},{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":125,""success"":true}]","",RX,
11/17/2025,"BODY WEIGHT FUN","- RX -AMRAP 10:20 walking lunges15 sit-ups30 Double Unders",6.034,"6+34","Rounds + Reps","","[{""rnds"":6,""reps"":34}]","",RX,
11/18/2025,"PRESS & RUN","- RX -Every 5:00 x 5 rounds:3 bench presses400-m run (2:15)- Rest the remainder of the interval.- Score the load and time for each round. - INTERMEDIATE -Same as Rxd- BEGINNER -Every 5:00 x 5 rounds:3 bench presses200-m run- Rest the remainder of the interval.- Score the load and time for each round.",165,"165","Load","","[{""load"":125,""success"":true},{""load"":135,""success"":true},{""load"":145,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true}]","Partnered with Michael",RX,
11/19/2025,"HEAVY CLEANS","- RX -Power clean5-5-5-5-5- INTERMEDIATE -Same as Rxd- BEGINNER -Same as Rxd",155,"155","Load","Power Clean","[{""load"":115,""success"":true},{""load"":125,""success"":true},{""load"":135,""success"":true},{""load"":145,""success"":true},{""load"":155,""success"":true}]","",RX,PR
11/24/2025,"SERVICE CUP 1","- RX -21-15-9-9 reps for time of: Thrusters (65/95 lb)Lateral burpees over the bar- INTERMEDIATE - 21-15-9-9 reps for time of: Thrusters (45/65 lb)Lateral burpees over the bar- BEGINNER - 15-9-9 reps for time of: Thrusters (35/45 lb)Lateral burpee step-over the bar",593,"9:53","","","[{""secs"":53,""mins"":9}]","65#",SCALED,
11/26/2025,"HEAVY CLEAN & JERK","- RX -For load:Clean and jerk- Build to a 1-rep-max- INTERMEDIATE -Same as Rxd- BEGINNER -5 sets:3 clean and jerks",185,"185","Load","Clean & Jerk","[{""load"":185,""success"":true}]","x2",RX,
11/29/2025,"3 ROUNDS WITH PARTNER","- RX -3 rounds for time with a partner:30 shoulder-to-overheads (95/135 lb)60 walking lunges90 double-unders- Partners trade off as needed with one partner working at a time.- INTERMEDIATE -3 rounds for time with a partner:30 shoulder-to-overheads (75/115 lb)60 walking lunges60 double-unders- Partners trade off as needed with one partner working at a time.- BEGINNER -3 rounds for time with a partner:20 shoulder-to-overheads (45/65 lb)40 walking lunges60 single-unders- Partners trade off as needed with one partner working at a time.",695,"11:35","","","[{""secs"":35,""mins"":11}]","50# dumbbellCompleted with Tamra on Sunday",SCALED,
12/02/2025,"FRONT SQUATS","- RX -Every 3:00 for 10 Sets2 Front Squats- Build in load",185,"185","Load","Front Squat","[{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":145,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":170,""success"":true},{""load"":175,""success"":true},{""load"":180,""success"":true},{""load"":185,""success"":true},{""load"":135,""success"":true}]","",RX,
12/03/2025,"EVERYTHING!","- RX -For time:50 double-unders50 burpees50 double-unders40/50-cal row50 double-unders50 toes-to-bar50 double-unders50 Russian KB swings (35/53 lb)50 double-unders - INTERMEDIATE - For time:30 double-unders or :45 double-under attempts35 burpees30 double-unders or :45 double-under attempts25/35-cal row30 double-unders or :45 double-under attempts35 toes-to-bar30 double-unders or :45 double-under attempts35 Russian KB swings (35/53 lb)30 double-unders or :45 double-under attempts- BEGINNER - For time:30 single-unders20 burpees30 single-unders15/20-cal row30 single-unders20 lying leg raises30 single-unders20 Russian KB swings (12/18 lb)30 single-unders",1165,"19:25","","","[{""secs"":25,""mins"":19}]","",RX,
12/05/2025,"BIKE, JUMP, & CLIMB","- RX - 5 rounds for time:12/15-cal bike10 box jumps (24/30 in)3 rope climbs (15/15 ft)- - INTERMEDIATE - 5 rounds for time:9/12-cal bike10 box jumps (20/24 in)2 rope climbs (12/12 ft)- - BEGINNER - 5 rounds for time:7/10-cal bike6 box jumps (6/12 in)3 pull-to-stands",869,"14:29","","","[{""secs"":29,""mins"":14}]","",RX,
12/06/2025,"Clean & Jerk 1x3","Clean & Jerk for load: #1:  3 reps",155,"155","Load","Clean & Jerk","[{""load"":155,""success"":true}]","Dropped the bar in between reps (weightlifting-style)",RX,PR
12/08/2025,"FRAN","- RX - 21-15-9 reps for time:Thrusters (65/95 lb)Pull-ups- INTERMEDIATE - For time:15-12-9Thrusters (65/95 lb)Pull-ups- BEGINNER - For time:15-12-9Thrusters (35/45 lb)Ring rows",553,"9:13","","","[{""secs"":13,""mins"":9}]","",RX,PR
12/08/2025,"SKILL WORK","EMOM 8:1 clean pull1 hang power clean1 thruster- Build to a moderate load, but only as quality mechanics allow.",145,"145","Load","","[{""load"":145,""success"":true}]","",RX,
12/09/2025,"8S FOR TIME","- RX -For time:80 alternating DB snatches (35/50 lb)80 sit-ups 80 lateral burpees over the DB800-m run- INTERMEDIATE -For time:65 alternating DB snatches (20/35 lb)65 sit-ups 65 lateral burpees over the DB800-m run- INTERMEDIATE -For time:50 alternating DB snatches (10/15 lb)50 sit-ups 50 burpees400-m run",1240,"20:40","","","[{""secs"":40,""mins"":20}]","",RX,
12/10/2025,"DEADLIFTS","- RX - For load:Deadlift 3-3-3-3-3- INTERMEDIATE - Same as Rxd- BEGINNER -Same as Rxd",315,"315","Load","Deadlift","[{""load"":225,""success"":true},{""load"":275,""success"":true},{""load"":295,""success"":true},{""load"":305,""success"":true},{""load"":315,""success"":true}]","",RX,
12/12/2025,"Skill Work","4 sets::20 flutter kicks:10 rest:20 Russian twists:10 rest",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
12/12/2025,"CLEANS & PUSH UPS","- RX - 10-9-8-7-6-5-4-3-2-1 reps for time:Hang power cleans (75/115 lb)Handstand push-ups- INTERMEDIATE - 10-9-8-7-6-5-4-3-2-1 reps for time:Hang power cleans (55/75 lb)Pike handstand push-ups- BEGINNER - 8-7-6-5-4-3-2-1 reps for time:Hang power cleans (35/45 lb)Push presses (35/45 lb)",748,"12:28","","","[{""secs"":28,""mins"":12}]","",RX,
12/15/2025,"PUSH JERK, T2B, & BIKE","- RX -For time:50 push jerks (105/155 lb)50 toes-to-bars35/50-cal Assault bike",1045,"17:25","","","[{""secs"":25,""mins"":17}]","115#",SCALED,
12/16/2025,"GYMNASTIC STRENGTH","- RX -AMRAP 12:3 strict handstand push-ups6 strict pull-ups12 single-leg squats- INTERMEDIATE - AMRAP 12:2 strict handstand push-ups OR reduced ROM strict handstand push-ups4 strict pull-ups OR foot-assisted pull-ups8 single-leg squats OR ankle-wrapped single-leg squats- BEGINNER -AMRAP 12:3 seated DB shoulder presses (20/35 lb) 6 ring rows12 reverse lunges",8,"8","Rounds + Reps","","[{""rnds"":8,""reps"":0}]","Ankle wrap single leg squats",RX,
12/17/2025,"POWER SNATCH 2 x 10!","- RX -For load:Every 2:00 x 20:002 Rep Power snatch- INTERMEDIATE - Same as Rxd- BEGINNER -Same as Rxd",135,"135","Load","Power Snatch","[{""load"":65,""success"":true},{""load"":65,""success"":true},{""load"":75,""success"":true},{""load"":95,""success"":true},{""load"":95,""success"":true},{""load"":105,""success"":true},{""load"":115,""success"":true},{""load"":120,""success"":true},{""success"":true,""load"":125},{""load"":135,""success"":true}]","",RX,PR
12/19/2025,"MILE & STUFF","- RX -For time:30 box jumps (24/30 in)1,600-m run15 muscle ups",673,"11:13","","","[{""secs"":13,""mins"":11}]","",RX,
12/20/2025,"Bench Press 10-8-6-4-3-3-2-2-1-1","Bench Press for load: #1:  10 reps #2:  8 reps #3:  6 reps #4:  4 reps #5:  3 reps #6:  3 reps #7:  2 reps #8:  2 reps #9:  1 rep  #10:  1 rep ",175,"175","Load","Bench Press","[{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":125,""success"":true},{""load"":135,""success"":true},{""load"":140,""success"":true},{""load"":145,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":170,""success"":true},{""load"":175,""success"":true}]","",RX,
12/20/2025,"12 ROUNDS WITH A PARTNER","- RX -12 rounds with a partner:9/12-cal row10 burpees8 double-DB power cleans (35/50 lb)- Partners alternate rounds for 6 rounds each. - INTERMEDIATE - 12 rounds with a partner:7/10-cal row8 burpees8 double-DB  power cleans (20/35 lb)- Partners alternate rounds for 6 rounds each. - BEGINNER -12 rounds with a partner:6/9-cal row5 burpees5 double-DB power cleans (10/15 lb)- Partners alternate rounds for 6 rounds each.",1357,"22:37","","","[{""secs"":37,""mins"":22}]","Partners with Tamra",RX,
12/22/2025,"SNATCH, JUMP, PULL","-RX-3 rounds for time:25 power snatches (55/75 lb)50 double-unders15 chest-to-bar pull-ups- INTERMEDIATE - 3 rounds for time:25 power snatches (45/55 lb)25 double-unders10 pull-ups- BEGINNER -3 rounds for time:15 hang power snatches (35/45 lb)50 single-unders10 ring rows",1067,"17:47","","","[{""secs"":47,""mins"":17}]","",RX,
12/24/2025,"Partner 12 Days Of Christmas","FOR TIME WITH A PARTNER2 Cartwheel4 Devils Press6 Hollow Rocks8 Thrusters10 Push Press12 Air Squat14 DB Hang Power Clean16 Alt DB Snatch18 Deadlift20 Front Squats22 Push Up24 Burpee over DB Movements performed as you go I go, split reps evenly. Performed like the song 12 days of ChristmasAll movements performed with a Dumbbell(35/25)",1200,"20:00","","","[{""mins"":20}]","Made it to round 11Partners with Justin",RX,
12/26/2025,"Deadlift 10x3","Deadlift for load: #1:  3 reps #2:  3 reps #3:  3 reps #4:  3 reps #5:  3 reps #6:  3 reps #7:  3 reps #8:  3 reps #9:  3 reps #10:  3 reps",265,"265","Load","Deadlift","[{""load"":135,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":175,""success"":true},{""load"":185,""success"":true},{""load"":215,""success"":true},{""load"":235,""success"":true},{""load"":245,""success"":true},{""load"":255,""success"":true},{""load"":265,""success"":true}]","",RX,
12/26/2025,"PARTNER AMRAP","-RX-AMRAP 30:3 wall walks200-m run3 deadlift (155/225)with a partner - you go, I go rounds",17.003,"17+3","Rounds + Reps","","[{""rnds"":17,""reps"":3}]","Partners with Kirsten",RX,
12/28/2025,"SOBER SUNDAY","WARM UP100m RunAir squatsKB DeadliftsMOBILITYHamstring straddle to sealSamson lungeForearm stretchesAMRAP 13:00100m Farmers carry15 Goblet squats10 Burpees",5,"5","Rounds + Reps","","[{""rnds"":5,""reps"":0}]","53#",RX,
12/29/2025,"T2B & WALL BALLS","- RX -21-18-15-12-9-6-3 reps for time:Toes-to-barsWall-ball shots (14/20 lb)- INTERMEDIATE -21-18-15-12-9-6-3 reps for time:Knees-to-chestWall-ball shots (10/14 lb)-- BEGINNER -15-12-9-6-3 reps for time:Hanging knee raisesWall-ball shots (6/10 lb)",680,"11:20","","","[{""secs"":20,""mins"":11}]","",RX,
